RHC;;;
Fecha;Componente;Valor;UOM
14/02/2015 5:38:50;P.INICIAL;289;§C
14/02/2015 5:38:50;VISCOSIDAD A 100§C;4.997;mmý/s
14/02/2015 5:38:50;VISCOSIDAD A 65§C;11.098;mmý/s
15/02/2015 5:38:45;1% RECOGIDO;306;§C
15/02/2015 5:38:45;10% RECOGIDO;385;§C
15/02/2015 5:38:45;20% RECOGIDO;408;§C
15/02/2015 5:38:45;30% RECOGIDO;418;§C
15/02/2015 5:38:45;5% RECOGIDO;370;§C
15/02/2015 5:38:45;50% RECOGIDO;436;§C
15/02/2015 5:38:45;70% RECOGIDO;454;§C
15/02/2015 5:38:45;80% RECOGIDO;469;§C
15/02/2015 5:38:45;90% RECOGIDO;499;§C
15/02/2015 5:38:45;95% RECOGIDO;527;§C
15/02/2015 5:38:45;DENSIDAD 15§C;0.8530;Kg/L
15/02/2015 5:38:45;I. VISCOSIDAD NOR 4.3 CST A 100§C;126;-
15/02/2015 5:38:45;INDICE VISCOSIDAD;132;-
15/02/2015 5:38:45;NITROGENO;7;mg/kg
15/02/2015 5:38:45;P.FINAL;556;§C
15/02/2015 5:38:45;P.INICIAL;296;§C
15/02/2015 5:38:45;VISCOSIDAD A 100§C;4.898;mmý/s
15/02/2015 5:38:45;VISCOSIDAD A 65§C;10.773;mmý/s
16/02/2015 5:49:26;1% RECOGIDO;300;§C
16/02/2015 5:49:26;10% RECOGIDO;377;§C
16/02/2015 5:49:26;20% RECOGIDO;400;§C
16/02/2015 5:49:26;30% RECOGIDO;411;§C
16/02/2015 5:49:26;5% RECOGIDO;361;§C
16/02/2015 5:49:26;50% RECOGIDO;429;§C
16/02/2015 5:49:26;70% RECOGIDO;449;§C
16/02/2015 5:49:26;80% RECOGIDO;464;§C
16/02/2015 5:49:26;90% RECOGIDO;493;§C
16/02/2015 5:49:26;95% RECOGIDO;524;§C
16/02/2015 5:49:26;DENSIDAD 15§C;0.8453;Kg/L
16/02/2015 5:49:26;I. VISCOSIDAD NOR 4.3 CST A 100§C;130;-
16/02/2015 5:49:26;INDICE VISCOSIDAD;133;-
16/02/2015 5:49:26;P.FINAL;554;§C
16/02/2015 5:49:26;P.INICIAL;291;§C
16/02/2015 5:49:26;VISCOSIDAD A 100§C;4.592;mmý/s
16/02/2015 5:49:26;VISCOSIDAD A 65§C;9.890;mmý/s
17/02/2015 6:16:06;1% RECOGIDO;301;§C
17/02/2015 6:16:06;10% RECOGIDO;385;§C
17/02/2015 6:16:06;20% RECOGIDO;408;§C
17/02/2015 6:16:06;30% RECOGIDO;418;§C
17/02/2015 6:16:06;5% RECOGIDO;369;§C
17/02/2015 6:16:06;50% RECOGIDO;438;§C
17/02/2015 6:16:06;70% RECOGIDO;459;§C
17/02/2015 6:16:06;80% RECOGIDO;475;§C
17/02/2015 6:16:06;90% RECOGIDO;505;§C
17/02/2015 6:16:06;95% RECOGIDO;535;§C
17/02/2015 6:16:06;DENSIDAD 15§C;0.8511;Kg/L
17/02/2015 6:16:06;I. VISCOSIDAD NOR 4.3 CST A 100§C;124;-
17/02/2015 6:16:06;INDICE VISCOSIDAD;132;-
17/02/2015 6:16:06;NITROGENO;5.7;mg/kg
17/02/2015 6:16:06;P.FINAL;564;§C
17/02/2015 6:16:06;P.INICIAL;290;§C
17/02/2015 6:16:06;VISCOSIDAD A 100§C;5.114;mmý/s
17/02/2015 6:16:06;VISCOSIDAD A 65§C;11.388;mmý/s
18/02/2015 6:18:29;1% RECOGIDO;303;§C
18/02/2015 6:18:29;10% RECOGIDO;381;§C
18/02/2015 6:18:29;20% RECOGIDO;403;§C
18/02/2015 6:18:29;30% RECOGIDO;412;§C
18/02/2015 6:18:29;5% RECOGIDO;367;§C
18/02/2015 6:18:29;50% RECOGIDO;432;§C
18/02/2015 6:18:29;70% RECOGIDO;452;§C
18/02/2015 6:18:29;80% RECOGIDO;467;§C
18/02/2015 6:18:29;90% RECOGIDO;497;§C
18/02/2015 6:18:29;95% RECOGIDO;525;§C
18/02/2015 6:18:29;AZUFRE;3.85;mg/kg
18/02/2015 6:18:29;COLOR ASTM;<3.5;-
18/02/2015 6:18:29;DENSIDAD 15§C;0.8398;Kg/L
18/02/2015 6:18:29;I. VISCOSIDAD NOR 4.3 CST A 100§C;139;-
18/02/2015 6:18:29;INDICE VISCOSIDAD;142;-
18/02/2015 6:18:29;NITROGENO;7.0;mg/kg
18/02/2015 6:18:29;P.FINAL;553;§C
18/02/2015 6:18:29;P.INICIAL;293;§C
18/02/2015 6:18:29;VISCOSIDAD A 100§C;4.568;mmý/s
18/02/2015 6:18:29;VISCOSIDAD A 65§C;9.685;mmý/s
19/02/2015 16:04:56;1% RECOGIDO;292;§C
19/02/2015 16:04:56;10% RECOGIDO;385;§C
19/02/2015 16:04:56;20% RECOGIDO;410;§C
19/02/2015 16:04:56;30% RECOGIDO;421;§C
19/02/2015 16:04:56;5% RECOGIDO;368;§C
19/02/2015 16:04:56;50% RECOGIDO;443;§C
19/02/2015 16:04:56;70% RECOGIDO;464;§C
19/02/2015 16:04:56;80% RECOGIDO;481;§C
19/02/2015 16:04:56;90% RECOGIDO;511;§C
19/02/2015 16:04:56;95% RECOGIDO;541;§C
19/02/2015 16:04:56;DENSIDAD 15§C;0.8527;Kg/L
19/02/2015 16:04:56;I. VISCOSIDAD NOR 4.3 CST A 100§C;120;-
19/02/2015 16:04:56;INDICE VISCOSIDAD;131;-
19/02/2015 16:04:56;P.FINAL;571;§C
19/02/2015 16:04:56;P.INICIAL;281;§C
19/02/2015 16:04:56;VISCOSIDAD A 100§C;5.336;mmý/s
19/02/2015 16:04:56;VISCOSIDAD A 65§C;12.053;mmý/s
21/02/2015 5:51:41;1% RECOGIDO;301;§C
21/02/2015 5:51:41;10% RECOGIDO;385;§C
21/02/2015 5:51:41;20% RECOGIDO;407;§C
21/02/2015 5:51:41;30% RECOGIDO;417;§C
21/02/2015 5:51:41;5% RECOGIDO;368;§C
21/02/2015 5:51:41;50% RECOGIDO;437;§C
21/02/2015 5:51:41;70% RECOGIDO;457;§C
21/02/2015 5:51:41;80% RECOGIDO;473;§C
21/02/2015 5:51:41;90% RECOGIDO;504;§C
21/02/2015 5:51:41;95% RECOGIDO;534;§C
21/02/2015 5:51:41;DENSIDAD 15§C;0.8488;Kg/L
21/02/2015 5:51:41;I. VISCOSIDAD NOR 4.3 CST A 100§C;125;-
21/02/2015 5:51:41;INDICE VISCOSIDAD;132;-
21/02/2015 5:51:41;P.FINAL;564;§C
21/02/2015 5:51:41;P.INICIAL;291;§C
21/02/2015 5:51:41;VISCOSIDAD A 100§C;4.964;mmý/s
21/02/2015 5:51:41;VISCOSIDAD A 65§C;10.961;mmý/s
21/02/2015 16:10:14;DENSIDAD 15§C;0.8470;Kg/L
21/02/2015 16:10:14;I. VISCOSIDAD NOR 4.3 CST A 100§C;125;-
21/02/2015 16:10:14;INDICE VISCOSIDAD;130;-
21/02/2015 16:10:14;NITROGENO;5.1;mg/kg
21/02/2015 16:10:14;VISCOSIDAD A 100§C;4.820;mmý/s
21/02/2015 16:10:14;VISCOSIDAD A 65§C;10.592;mmý/s
22/02/2015 5:53:40;1% RECOGIDO;307;§C
22/02/2015 5:53:40;10% RECOGIDO;387;§C
22/02/2015 5:53:40;20% RECOGIDO;409;§C
22/02/2015 5:53:40;30% RECOGIDO;418;§C
22/02/2015 5:53:40;5% RECOGIDO;372;§C
22/02/2015 5:53:40;50% RECOGIDO;437;§C
22/02/2015 5:53:40;70% RECOGIDO;455;§C
22/02/2015 5:53:40;80% RECOGIDO;470;§C
22/02/2015 5:53:40;90% RECOGIDO;501;§C
22/02/2015 5:53:40;95% RECOGIDO;530;§C
22/02/2015 5:53:40;DENSIDAD 15§C;0.8466;Kg/L
22/02/2015 5:53:40;I. VISCOSIDAD NOR 4.3 CST A 100§C;126;-
22/02/2015 5:53:40;INDICE VISCOSIDAD;133;-
22/02/2015 5:53:40;P.FINAL;559;§C
22/02/2015 5:53:40;P.INICIAL;297;§C
22/02/2015 5:53:40;VISCOSIDAD A 100§C;4.921;mmý/s
22/02/2015 5:53:40;VISCOSIDAD A 65§C;10.827;mmý/s
23/02/2015 12:06:55;1% RECOGIDO;306;§C
23/02/2015 12:06:55;10% RECOGIDO;391;§C
23/02/2015 12:06:55;20% RECOGIDO;413;§C
23/02/2015 12:06:55;30% RECOGIDO;422;§C
23/02/2015 12:06:55;5% RECOGIDO;375;§C
23/02/2015 12:06:55;50% RECOGIDO;442;§C
23/02/2015 12:06:55;70% RECOGIDO;463;§C
23/02/2015 12:06:55;80% RECOGIDO;479;§C
23/02/2015 12:06:55;90% RECOGIDO;509;§C
23/02/2015 12:06:55;95% RECOGIDO;539;§C
23/02/2015 12:06:55;DENSIDAD 15§C;0.8470;Kg/L
23/02/2015 12:06:55;I. VISCOSIDAD NOR 4.3 CST A 100§C;126;-
23/02/2015 12:06:55;INDICE VISCOSIDAD;135;-
23/02/2015 12:06:55;P.FINAL;568;§C
23/02/2015 12:06:55;P.INICIAL;295;§C
23/02/2015 12:06:55;VISCOSIDAD A 100§C;5.182;mmý/s
23/02/2015 12:06:55;VISCOSIDAD A 65§C;11.525;mmý/s
24/02/2015 6:14:58;DENSIDAD 15§C;0.8452;Kg/L
24/02/2015 6:14:58;I. VISCOSIDAD NOR 4.3 CST A 100§C;125;-
24/02/2015 6:14:58;INDICE VISCOSIDAD;129;-
24/02/2015 6:14:58;NITROGENO;0.7;mg/kg
24/02/2015 6:14:58;VISCOSIDAD A 100§C;4.710;mmý/s
24/02/2015 6:14:58;VISCOSIDAD A 65§C;10.285;mmý/s
25/02/2015 6:21:24;1% RECOGIDO;299;§C
25/02/2015 6:21:24;10% RECOGIDO;385;§C
25/02/2015 6:21:24;20% RECOGIDO;408;§C
25/02/2015 6:21:24;30% RECOGIDO;419;§C
25/02/2015 6:21:24;5% RECOGIDO;369;§C
25/02/2015 6:21:24;50% RECOGIDO;438;§C
25/02/2015 6:21:24;70% RECOGIDO;460;§C
25/02/2015 6:21:24;80% RECOGIDO;477;§C
25/02/2015 6:21:24;90% RECOGIDO;508;§C
25/02/2015 6:21:24;95% RECOGIDO;538;§C
25/02/2015 6:21:24;AZUFRE;4.0;mg/kg
25/02/2015 6:21:24;COLOR ASTM;<5.0;-
25/02/2015 6:21:24;DENSIDAD 15§C;0.8475;Kg/L
25/02/2015 6:21:24;I. VISCOSIDAD NOR 4.3 CST A 100§C;123;-
25/02/2015 6:21:24;INDICE VISCOSIDAD;131;-
25/02/2015 6:21:24;NITROGENO;0.6;mg/kg
25/02/2015 6:21:24;P.FINAL;569;§C
25/02/2015 6:21:24;P.INICIAL;289;§C
25/02/2015 6:21:24;VISCOSIDAD A 100§C;5.012;mmý/s
25/02/2015 6:21:24;VISCOSIDAD A 65§C;11.129;mmý/s
28/02/2015 10:41:22;DENSIDAD 15§C;0.8360;Kg/L
28/02/2015 10:41:22;I. VISCOSIDAD NOR 4.3 CST A 100§C;141;-
28/02/2015 10:41:22;INDICE VISCOSIDAD;142;-
28/02/2015 10:41:22;NITROGENO;4.47;mg/kg
28/02/2015 10:41:22;VISCOSIDAD A 100§C;4.419;mmý/s
28/02/2015 10:41:22;VISCOSIDAD A 65§C;9.275;mmý/s
01/03/2015 6:12:40;I. VISCOSIDAD NOR 4.3 CST A 100§C;141;-
02/03/2015 6:21:32;I. VISCOSIDAD NOR 4.3 CST A 100§C;136;-
03/03/2015 6:13:59;1% RECOGIDO;304;§C
03/03/2015 6:13:59;10% RECOGIDO;385;§C
03/03/2015 6:13:59;20% RECOGIDO;406;§C
03/03/2015 6:13:59;30% RECOGIDO;416;§C
03/03/2015 6:13:59;5% RECOGIDO;370;§C
03/03/2015 6:13:59;50% RECOGIDO;435;§C
03/03/2015 6:13:59;70% RECOGIDO;455;§C
03/03/2015 6:13:59;80% RECOGIDO;470;§C
03/03/2015 6:13:59;90% RECOGIDO;501;§C
03/03/2015 6:13:59;95% RECOGIDO;531;§C
03/03/2015 6:13:59;DENSIDAD 15§C;0.8415;Kg/L
03/03/2015 6:13:59;I. VISCOSIDAD NOR 4.3 CST A 100§C;133;-
03/03/2015 6:13:59;INDICE VISCOSIDAD;136;-
03/03/2015 6:13:59;P.FINAL;561;§C
03/03/2015 6:13:59;P.INICIAL;294;§C
03/03/2015 6:13:59;VISCOSIDAD A 100§C;4.678;mmý/s
03/03/2015 6:13:59;VISCOSIDAD A 65§C;10.073;mmý/s
04/03/2015 5:57:50;1% RECOGIDO;303;§C
04/03/2015 5:57:50;10% RECOGIDO;385;§C
04/03/2015 5:57:50;20% RECOGIDO;407;§C
04/03/2015 5:57:50;30% RECOGIDO;417;§C
04/03/2015 5:57:50;5% RECOGIDO;370;§C
04/03/2015 5:57:50;50% RECOGIDO;436;§C
04/03/2015 5:57:50;70% RECOGIDO;457;§C
04/03/2015 5:57:50;80% RECOGIDO;473;§C
04/03/2015 5:57:50;90% RECOGIDO;503;§C
04/03/2015 5:57:50;95% RECOGIDO;533;§C
04/03/2015 5:57:50;AZUFRE;4.0;mg/kg
04/03/2015 5:57:50;COLOR ASTM;<3.5;-
04/03/2015 5:57:50;DENSIDAD 15§C;0.8422;Kg/L
04/03/2015 5:57:50;I. VISCOSIDAD NOR 4.3 CST A 100§C;131;-
04/03/2015 5:57:50;INDICE VISCOSIDAD;136;-
04/03/2015 5:57:50;NITROGENO;0.6;mg/kg
04/03/2015 5:57:50;P.FINAL;563;§C
04/03/2015 5:57:50;P.INICIAL;293;§C
04/03/2015 5:57:50;VISCOSIDAD A 100§C;4.791;mmý/s
04/03/2015 5:57:50;VISCOSIDAD A 65§C;10.393;mmý/s
05/03/2015 7:31:11;DENSIDAD 15§C;0.8385;Kg/L
05/03/2015 7:31:11;I. VISCOSIDAD NOR 4.3 CST A 100§C;136;-
05/03/2015 7:31:11;VISCOSIDAD A 100§C;4.435;mmý/s
05/03/2015 7:31:11;VISCOSIDAD A 65§C;9.395;mmý/s
06/03/2015 17:15:54;AZUFRE;4.1;mg/kg
06/03/2015 17:15:54;DENSIDAD 15§C;0.8479;Kg/L
06/03/2015 17:15:54;I. VISCOSIDAD NOR 4.3 CST A 100§C;124;-
06/03/2015 17:15:54;INDICE VISCOSIDAD;131;-
06/03/2015 17:15:54;NITROGENO;0.5;mg/kg
06/03/2015 17:15:54;VISCOSIDAD A 100§C;5.035;mmý/s
06/03/2015 17:15:54;VISCOSIDAD A 65§C;11.180;mmý/s
07/03/2015 6:23:15;DENSIDAD 15§C;0.8477;Kg/L
07/03/2015 6:23:15;I. VISCOSIDAD NOR 4.3 CST A 100§C;125;-
07/03/2015 6:23:15;INDICE VISCOSIDAD;132;-
07/03/2015 6:23:15;VISCOSIDAD A 100§C;5.0;mmý/s
07/03/2015 6:23:15;VISCOSIDAD A 65§C;11.028;mmý/s
09/03/2015 13:13:58;1% RECOGIDO;300;§C
09/03/2015 13:13:58;10% RECOGIDO;386;§C
09/03/2015 13:13:58;20% RECOGIDO;408;§C
09/03/2015 13:13:58;30% RECOGIDO;420;§C
09/03/2015 13:13:58;5% RECOGIDO;368;§C
09/03/2015 13:13:58;50% RECOGIDO;439;§C
09/03/2015 13:13:58;70% RECOGIDO;460;§C
09/03/2015 13:13:58;80% RECOGIDO;476;§C
09/03/2015 13:13:58;90% RECOGIDO;506;§C
09/03/2015 13:13:58;95% RECOGIDO;536;§C
09/03/2015 13:13:58;AZUFRE;3.41;mg/kg
09/03/2015 13:13:58;COLOR ASTM;3.0;-
09/03/2015 13:13:58;DENSIDAD 15§C;0.8471;Kg/L
09/03/2015 13:13:58;I. VISCOSIDAD NOR 4.3 CST A 100§C;126;-
09/03/2015 13:13:58;INDICE VISCOSIDAD;133;-
09/03/2015 13:13:58;NITROGENO;4.01;mg/kg
09/03/2015 13:13:58;P.FINAL;566;§C
09/03/2015 13:13:58;P.INICIAL;290;§C
09/03/2015 13:13:58;VISCOSIDAD A 100§C;4.990;mmý/s
09/03/2015 13:13:58;VISCOSIDAD A 65§C;11.013;mmý/s
11/03/2015 6:11:00;1% RECOGIDO;304;§C
11/03/2015 6:11:00;10% RECOGIDO;390;§C
11/03/2015 6:11:00;20% RECOGIDO;412;§C
11/03/2015 6:11:00;30% RECOGIDO;422;§C
11/03/2015 6:11:00;5% RECOGIDO;373;§C
11/03/2015 6:11:00;50% RECOGIDO;443;§C
11/03/2015 6:11:00;70% RECOGIDO;464;§C
11/03/2015 6:11:00;80% RECOGIDO;480;§C
11/03/2015 6:11:00;90% RECOGIDO;510;§C
11/03/2015 6:11:00;95% RECOGIDO;539;§C
11/03/2015 6:11:00;AZUFRE;4.4;mg/kg
11/03/2015 6:11:00;COLOR ASTM;<4.0;-
11/03/2015 6:11:00;DENSIDAD 15§C;0.8460;Kg/L
11/03/2015 6:11:00;I. VISCOSIDAD NOR 4.3 CST A 100§C;127;-
11/03/2015 6:11:00;INDICE VISCOSIDAD;136;-
11/03/2015 6:11:00;NITROGENO;0.3;mg/kg
11/03/2015 6:11:00;P.FINAL;568;§C
11/03/2015 6:11:00;P.INICIAL;293;§C
11/03/2015 6:11:00;VISCOSIDAD A 100§C;5.121;mmý/s
11/03/2015 6:11:00;VISCOSIDAD A 65§C;11.333;mmý/s
11/03/2015 19:18:44;I. VISCOSIDAD NOR 4.3 CST A 100§C;128;-
11/03/2015 19:18:44;INDICE VISCOSIDAD;136;-
12/03/2015 6:06:15;1% RECOGIDO;305;§C
12/03/2015 6:06:15;10% RECOGIDO;392;§C
12/03/2015 6:06:15;20% RECOGIDO;414;§C
12/03/2015 6:06:15;30% RECOGIDO;423;§C
12/03/2015 6:06:15;5% RECOGIDO;375;§C
12/03/2015 6:06:15;50% RECOGIDO;443;§C
12/03/2015 6:06:15;70% RECOGIDO;464;§C
12/03/2015 6:06:15;80% RECOGIDO;481;§C
12/03/2015 6:06:15;90% RECOGIDO;511;§C
12/03/2015 6:06:15;95% RECOGIDO;540;§C
12/03/2015 6:06:15;DENSIDAD 15§C;0.8460;Kg/L
12/03/2015 6:06:15;I. VISCOSIDAD NOR 4.3 CST A 100§C;126;-
12/03/2015 6:06:15;INDICE VISCOSIDAD;134;-
12/03/2015 6:06:15;P.FINAL;568;§C
12/03/2015 6:06:15;P.INICIAL;294;§C
12/03/2015 6:06:15;VISCOSIDAD A 100§C;5.170;mmý/s
12/03/2015 6:06:15;VISCOSIDAD A 65§C;11.497;mmý/s
14/03/2015 5:45:12;1% RECOGIDO;313;§C
14/03/2015 5:45:12;10% RECOGIDO;381;§C
14/03/2015 5:45:12;20% RECOGIDO;401;§C
14/03/2015 5:45:12;30% RECOGIDO;411;§C
14/03/2015 5:45:12;5% RECOGIDO;367;§C
14/03/2015 5:45:12;50% RECOGIDO;430;§C
14/03/2015 5:45:12;70% RECOGIDO;444;§C
14/03/2015 5:45:12;80% RECOGIDO;457;§C
14/03/2015 5:45:12;90% RECOGIDO;483;§C
14/03/2015 5:45:12;95% RECOGIDO;508;§C
14/03/2015 5:45:12;AZUFRE;3.3;mg/kg
14/03/2015 5:45:12;COLOR ASTM;2.0;-
14/03/2015 5:45:12;DENSIDAD 15§C;0.8332;Kg/L
14/03/2015 5:45:12;I. VISCOSIDAD NOR 4.3 CST A 100§C;140;-
14/03/2015 5:45:12;INDICE VISCOSIDAD;138;-
14/03/2015 5:45:12;NITROGENO;0.5;mg/kg
14/03/2015 5:45:12;P.FINAL;534;§C
14/03/2015 5:45:12;P.INICIAL;305;§C
14/03/2015 5:45:12;VISCOSIDAD A 100§C;4.137;mmý/s
14/03/2015 5:45:12;VISCOSIDAD A 65§C;8.580;mmý/s
15/03/2015 5:53:10;I. VISCOSIDAD NOR 4.3 CST A 100§C;141;-
16/03/2015 5:58:54;I. VISCOSIDAD NOR 4.3 CST A 100§C;143;-
16/03/2015 20:56:19;I. VISCOSIDAD NOR 4.3 CST A 100§C;143;-
17/03/2015 5:49:14;I. VISCOSIDAD NOR 4.3 CST A 100§C;143;-
18/03/2015 5:52:13;1% RECOGIDO;;§C
18/03/2015 5:52:13;10% RECOGIDO;;§C
18/03/2015 5:52:13;20% RECOGIDO;;§C
18/03/2015 5:52:13;30% RECOGIDO;;§C
18/03/2015 5:52:13;5% RECOGIDO;;§C
18/03/2015 5:52:13;50% RECOGIDO;;§C
18/03/2015 5:52:13;70% RECOGIDO;;§C
18/03/2015 5:52:13;80% RECOGIDO;;§C
18/03/2015 5:52:13;90% RECOGIDO;;§C
18/03/2015 5:52:13;95% RECOGIDO;;§C
18/03/2015 5:52:13;AZUFRE;;mg/kg
18/03/2015 5:52:13;COLOR ASTM;;-
18/03/2015 5:52:13;DENSIDAD 15§C;;Kg/L
18/03/2015 5:52:13;I. VISCOSIDAD NOR 4.3 CST A 100§C;;-
18/03/2015 5:52:13;INDICE VISCOSIDAD;;-
18/03/2015 5:52:13;NITROGENO;;mg/kg
18/03/2015 5:52:13;P.FINAL;;§C
18/03/2015 5:52:13;P.INICIAL;;§C
18/03/2015 5:52:13;VISCOSIDAD A 100§C;;mmý/s
18/03/2015 5:52:13;VISCOSIDAD A 65§C;;mmý/s
18/03/2015 10:01:08;1% RECOGIDO;296;§C
18/03/2015 10:01:08;10% RECOGIDO;392;§C
18/03/2015 10:01:08;20% RECOGIDO;416;§C
18/03/2015 10:01:08;30% RECOGIDO;425;§C
18/03/2015 10:01:08;5% RECOGIDO;374;§C
18/03/2015 10:01:08;50% RECOGIDO;446;§C
18/03/2015 10:01:08;70% RECOGIDO;470;§C
18/03/2015 10:01:08;80% RECOGIDO;488;§C
18/03/2015 10:01:08;90% RECOGIDO;518;§C
18/03/2015 10:01:08;95% RECOGIDO;549;§C
18/03/2015 10:01:08;AZUFRE;4;mg/kg
18/03/2015 10:01:08;COLOR ASTM;<3.5;-
18/03/2015 10:01:08;DENSIDAD 15§C;0.8485;Kg/L
18/03/2015 10:01:08;I. VISCOSIDAD NOR 4.3 CST A 100§C;123;-
18/03/2015 10:01:08;INDICE VISCOSIDAD;134;-
18/03/2015 10:01:08;NITROGENO;1.7;mg/kg
18/03/2015 10:01:08;P.FINAL;580;§C
18/03/2015 10:01:08;P.INICIAL;284;§C
18/03/2015 10:01:08;VISCOSIDAD A 100§C;5.365;mmý/s
18/03/2015 10:01:08;VISCOSIDAD A 65§C;12.064;mmý/s
19/03/2015 5:53:11;I. VISCOSIDAD NOR 4.3 CST A 100§C;137;-
19/03/2015 5:53:11;INDICE VISCOSIDAD;143;-
19/03/2015 5:53:11;VISCOSIDAD A 100§C;4.927;mmý/s
19/03/2015 5:53:11;VISCOSIDAD A 65§C;10.648;mmý/s
21/03/2015 18:22:08;AZUFRE;4.57;mg/kg
21/03/2015 18:22:08;I. VISCOSIDAD NOR 4.3 CST A 100§C;127;-
21/03/2015 18:22:08;NITROGENO;4.30;mg/kg
23/03/2015 20:09:13;AZUFRE;1.8;mg/kg
23/03/2015 20:09:13;DENSIDAD 15§C;0.8438;Kg/L
23/03/2015 20:09:13;INDICE VISCOSIDAD;132;-
23/03/2015 20:09:13;NITROGENO;1.6;mg/kg
25/03/2015 6:19:33;1% RECOGIDO;295;§C
25/03/2015 6:19:33;10% RECOGIDO;384;§C
25/03/2015 6:19:33;20% RECOGIDO;409;§C
25/03/2015 6:19:33;30% RECOGIDO;421;§C
25/03/2015 6:19:33;5% RECOGIDO;366;§C
25/03/2015 6:19:33;50% RECOGIDO;443;§C
25/03/2015 6:19:33;70% RECOGIDO;464;§C
25/03/2015 6:19:33;80% RECOGIDO;481;§C
25/03/2015 6:19:33;90% RECOGIDO;512;§C
25/03/2015 6:19:33;95% RECOGIDO;543;§C
25/03/2015 6:19:33;AZUFRE;4.37;mg/kg
25/03/2015 6:19:33;COLOR ASTM;5.0;-
25/03/2015 6:19:33;DENSIDAD 15§C;0.8450;Kg/L
25/03/2015 6:19:33;I. VISCOSIDAD NOR 4.3 CST A 100§C;129;-
25/03/2015 6:19:33;INDICE VISCOSIDAD;135;-
25/03/2015 6:19:33;NITROGENO;2.47;mg/kg
25/03/2015 6:19:33;P.FINAL;574;§C
25/03/2015 6:19:33;P.INICIAL;284;§C
25/03/2015 6:19:33;VISCOSIDAD A 100§C;4.879;mmý/s
25/03/2015 6:19:33;VISCOSIDAD A 65§C;10.665;mmý/s
25/03/2015 21:12:43;AZUFRE;4.3;mg/kg
25/03/2015 21:12:43;COLOR ASTM;3.5;-
25/03/2015 21:12:43;DENSIDAD 15§C;0.8436;Kg/L
25/03/2015 21:12:43;I. VISCOSIDAD NOR 4.3 CST A 100§C;128;-
25/03/2015 21:12:43;INDICE VISCOSIDAD;131;-
25/03/2015 21:12:43;NITROGENO;3.3;mg/kg
25/03/2015 21:12:43;VISCOSIDAD A 100§C;4.653;mmý/s
25/03/2015 21:12:43;VISCOSIDAD A 65§C;10.089;mmý/s
28/03/2015 6:25:23;AZUFRE;<1.0;mg/kg
28/03/2015 6:25:23;COLOR ASTM;<3.0;-
28/03/2015 6:25:23;DENSIDAD 15§C;0.8455;Kg/L
28/03/2015 6:25:23;I. VISCOSIDAD NOR 4.3 CST A 100§C;129;-
28/03/2015 6:25:23;INDICE VISCOSIDAD;137;-
28/03/2015 6:25:23;NITROGENO;4.47;mg/kg
28/03/2015 6:25:23;VISCOSIDAD A 100§C;5.028;mmý/s
28/03/2015 6:25:23;VISCOSIDAD A 65§C;11.055;mmý/s
31/03/2015 11:19:19;I. VISCOSIDAD NOR 4.3 CST A 100§C;129;-
31/03/2015 11:19:19;INDICE VISCOSIDAD;129;-
31/03/2015 11:19:19;NITROGENO;0.5;mg/kg
31/03/2015 11:19:19;VISCOSIDAD A 100§C;4.289;mmý/s
31/03/2015 11:19:19;VISCOSIDAD A 65§C;9.119;mmý/s
01/04/2015 5:51:51;1% RECOGIDO;299;§C
01/04/2015 5:51:51;10% RECOGIDO;378;§C
01/04/2015 5:51:51;20% RECOGIDO;401;§C
01/04/2015 5:51:51;30% RECOGIDO;411;§C
01/04/2015 5:51:51;5% RECOGIDO;362;§C
01/04/2015 5:51:51;50% RECOGIDO;429;§C
01/04/2015 5:51:51;70% RECOGIDO;449;§C
01/04/2015 5:51:51;80% RECOGIDO;464;§C
01/04/2015 5:51:51;90% RECOGIDO;496;§C
01/04/2015 5:51:51;95% RECOGIDO;527;§C
01/04/2015 5:51:51;AZUFRE;2.15;mg/kg
01/04/2015 5:51:51;COLOR ASTM;<3.5;-
01/04/2015 5:51:51;DENSIDAD 15§C;0.8428;Kg/L
01/04/2015 5:51:51;I. VISCOSIDAD NOR 4.3 CST A 100§C;126;-
01/04/2015 5:51:51;INDICE VISCOSIDAD;127;-
01/04/2015 5:51:51;NITROGENO;3;mg/kg
01/04/2015 5:51:51;P.FINAL;559;§C
01/04/2015 5:51:51;P.INICIAL;289;§C
01/04/2015 5:51:51;VISCOSIDAD A 100§C;4.357;mmý/s
01/04/2015 5:51:51;VISCOSIDAD A 65§C;9.341;mmý/s
02/04/2015 18:30:03;I. VISCOSIDAD NOR 4.3 CST A 100§C;136;-
02/04/2015 18:30:03;INDICE VISCOSIDAD;132;-
02/04/2015 18:30:03;NITROGENO;4.45;mg/kg
02/04/2015 18:30:03;VISCOSIDAD A 100§C;4.847;mmý/s
02/04/2015 18:30:03;VISCOSIDAD A 65§C;10.634;mmý/s
05/04/2015 6:12:10;DENSIDAD 15§C;0.8514;Kg/L
05/04/2015 6:12:10;I. VISCOSIDAD NOR 4.3 CST A 100§C;124;-
05/04/2015 6:12:10;INDICE VISCOSIDAD;129;-
05/04/2015 6:12:10;NITROGENO;1.82;mg/kg
05/04/2015 6:12:10;VISCOSIDAD A 100§C;4.743;mmý/s
05/04/2015 6:12:10;VISCOSIDAD A 65§C;10.390;mmý/s
07/04/2015 21:09:18;AZUFRE;25.2;mg/kg
